ID,Grupo,N_nós,Taxa_escala_global,suscetiveis_mean,suscetiveis_median,suscetiveis_iqr,infeccaos_mean,infeccaos_median,infeccaos_iqr,recuperados_mean,recuperados_median,recuperados_iqr,Prev_Minimo_Valor,Prev_Tempo_Minimo,Prev_Maximo_Valor,Prev_Tempo_Maximo,Prev_Final_Valor,Taxa_escala_local,Categoria
s2_10g2co,G2,0.05,0.034,0.245893654119684,0,0,0.357345146585555,0.399222654081066,0.127151582454192,0.396761199294762,0.402104032729398,0.0263004091174751,4.96785505552309,1,64.1729982466394,24,34.3658679135009,0.034,comercial
s2_11g2co,G2,0.05,0.05,0.14347020017128,0,0,0.403367373992824,0.441421432537479,0.0866185452526375,0.453162425835897,0.457627118644068,0.0192869666861484,4.96785505552309,1,84.3366452367037,11,40.8533021624781,0.8,comercial
s2_12g2co,G2,0.05,0.1,0.154203246394382,0,0,0.39996449793624,0.441976679622432,0.0913381454747363,0.445832255669378,0.452367036820573,0.0175336060783167,4.96785505552309,1,80.5376972530684,9,42.489772063121,0.81,comercial
s2_13g2co,G2,0.05,0.15,0.231408877008714,0,0,0.362462441315316,0.405330372015547,0.120488617434758,0.40612868167597,0.412039742840444,0.021624780829924,4.96785505552309,1,68.4979544126242,26,36.2945645821157,0.034,comercial
s2_14g2co,G2,0.05,0.35,0.13960488864067,0,0,0.406509663603343,0.442531926707385,0.0841199333703498,0.453885447755987,0.458211572180012,0.0181180596142607,4.96785505552309,1,85.6224430157802,10,40.5610753945061,0.8,comercial
s2_15g2co,G2,0.05,0.5,0.146979842032042,0,0,0.403265800446599,0.445308162132149,0.0866185452526375,0.449754357521359,0.454704850964348,0.0175336060783168,4.96785505552309,1,83.6937463471654,11,39.9181765049679,0.81,comercial
s2_16g2co,G2,0.05,0.8,0.212860509016518,0,0,0.372158983044357,0.414769572459745,0.117990005552471,0.414980507939125,0.420222092343659,0.0233781414377557,4.96785505552309,1,72.1215663354763,25,38.0479251899474,0.034,comercial
s2_17g2co,G2,0.05,0.01,0.135978096459821,0,0,0.405482245560701,0.443087173792338,0.0799555802332038,0.458539657979478,0.462887200467563,0.016364699006429,4.96785505552309,1,87.843366452367,9,40.0350672121566,0.8,comercial
s2_18g2co,G2,0.05,0.034,0.131104188821653,0,0,0.410393148036791,0.448084397556913,0.0827318156579678,0.458502663141556,0.463471654003507,0.021624780829924,4.96785505552309,1,89.0707188778492,7,40.4441846873174,0.81,comercial
s2_19g2_co,G2,0.05,0.05,0.1611,0,0,0.41,0.376,0.0297,0.4161,0.4208,0.0337,4.96785505552309,1,88.3693746347165,7,40.3272939801286,0.034,comercial
s2_20g2co,G2,0.05,0.1,0.136255882260359,0,0,0.410141323526023,0.448639644641866,0.0782898389783453,0.453602794213618,0.458796025715956,0.0204558737580363,4.96785505552309,1,90.0058445353594,7,40.4441846873174,0.8,comercial
s2_21g2co,G2,0.05,0.15,0.135050304866671,0,0,0.409471846766083,0.448639644641866,0.0799555802332038,0.455477848367246,0.458796025715956,0.0233781414377557,4.96785505552309,1,72.5306838106371,19,37.9310344827586,0.81,comercial
s2_22g2co,G2,0.05,0.35,0.210250750362403,0,0,0.372773292063536,0.416990560799556,0.10799555802332,0.41697595757406,0.42197545295149,0.021624780829924,4.96785505552309,1,90.3565166569258,7,41.7884278199883,0.034,comercial
s2_23g2co,G2,0.05,0.5,0.132706000400453,0,0,0.410668662224474,0.449194891726818,0.0799555802332038,0.456625337375073,0.461133839859731,0.0169491525423729,4.96785505552309,1,88.9538281706604,7,42.6651081239041,0.8,comercial
s2_24g2co,G2,0.05,0.8,0.134063451339294,0,0,0.407847643574857,0.446973903387007,0.0782898389783454,0.458088905085849,0.463471654003507,0.0192869666861484,9.99415546464056,1,53.009935710111,30,30.9760374050263,0.81,comercial
s2_1g3co,G2,0.05,0.01,0.351409422195799,0,1,0.306473025733155,0.352026651860078,0.227096057745697,0.342117552071046,0.347165400350672,0.0233781414377557,9.99415546464056,1,71.8877849210988,8,34.3658679135009,0.034,comercial
s2_2g3co,G3,0.1,0.034,0.224296132644018,0,0,0.365705006407571,0.426985008328706,0.153248195446974,0.409998860948411,0.41437755698422,0.0192869666861484,9.99415546464056,1,73.6995908825248,9,34.9503214494448,0.8,comercial
s2_3g3co,G3,0.1,0.05,0.225921309383611,0,0,0.364904100618171,0.425319267073848,0.174902831760133,0.409174589998218,0.413793103448276,0.016364699006429,9.99415546464056,1,60.7247223845704,26,32.4956165984804,0.81,comercial
s2_4g3co,G3,0.1,0.1,0.282975137846336,0,1,0.340017283728664,0.385341476957246,0.155746807329261,0.377007578425,0.381063705435418,0.0222092343658679,9.99415546464056,1,79.7779076563413,9,38.8661601402688,0.034,comercial
s2_5g3co,G3,0.1,0.15,0.170093502830267,0,0,0.392469798095804,0.435313714602998,0.106885063853415,0.437436699073928,0.443015780245471,0.0210403272939801,9.99415546464056,1,79.9532437171245,10,38.9830508474576,0.8,comercial
s2_6g3co,G3,0.1,0.35,0.178541631037501,0,0,0.387873351742051,0.434758467518046,0.112715158245419,0.433585017220448,0.438340151957919,0.0192869666861484,9.99415546464056,1,63.9976621858562,30,33.8983050847458,0.81,comercial
s2_7g3co,G3,0.1,0.5,0.265121558871605,0,1,0.346589059717781,0.389783453636868,0.145197112715158,0.388289381410613,0.392168322618352,0.0268848626534191,9.99415546464056,1,80.187025131502,10,38.281706604325,0.034,comercial
s2_8g3co,G3,0.1,0.8,0.15856961081755,0,0,0.395812963185918,0.43753470294281,0.0949472515269295,0.445617425996532,0.450613676212741,0.016364699006429,9.99415546464056,1,78.7258912916423,9,40.2688486265342,0.8,comercial
s2_9g3co,G3,0.1,0.01,0.163379264263538,0,0,0.395200601263471,0.439200444197668,0.10105496946141,0.441420134472991,0.447106954997078,0.0210403272939801,9.99415546464056,1,67.7381648158971,23,33.8398597311514,0.81,comercial
s2_10g3co,G3,0.1,0.034,0.236630016897554,0,0,0.358841165908543,0.400333148250972,0.121043864519711,0.404528817193903,0.409117475160725,0.0169491525423729,9.99415546464056,1,86.031560490941,9,41.6715371127995,0.034,comercial
s2_11g3co,G3,0.1,0.05,0.144402859506262,0,0,0.404240322361335,0.44364242087729,0.0866185452526375,0.451356818132403,0.45645821157218,0.0192869666861485,9.99415546464056,1,85.3886616014027,9,36.1776738749269,0.8,comercial
s2_12g3co,G3,0.1,0.1,0.145370891098555,0,0,0.404086501719449,0.442531926707385,0.0877290394225431,0.450542607181996,0.454704850964348,0.0187025131502046,9.99415546464056,1,70.1928696668615,20,36.937463471654,0.81,comercial
s2_13g3co,G3,0.1,0.15,0.226905891298133,0,0,0.36496510964913,0.406440866185453,0.113548028872848,0.408128999052737,0.413208649912332,0.0181180596142607,9.99415546464056,1,86.3237872589129,8,40.2104032729398,0.034,comercial
s2_14g3co,G3,0.1,0.35,0.144317187250021,0,0,0.401843121767211,0.440866185452526,0.0874514158800667,0.453839690982768,0.457627118644068,0.0192869666861484,9.99415546464056,1,91.291642314436,7,41.6130917592051,0.8,comercial
s2_17g3co,G3,0.1,0.5,0.136641731929563,0,0,0.409447508056924,0.448639644641866,0.083564686285397,0.453910760013513,0.458211572180012,0.0192869666861484,9.99415546464056,1,87.5511396843951,7,40.6779661016949,0.81,comercial
s2_15g3co,G3,0.1,0.8,0.138622902855125,0,0,0.406073838451331,0.441976679622432,0.0813436979455858,0.455303258693544,0.459964932787843,0.0157802454704851,9.99415546464056,1,90.7656341320865,8,39.2168322618352,0.034,comercial
s2_18g3co,G3,0.1,0.01,0.134691714551725,0,0,0.409221969352048,0.44752915047196,0.0827318156579678,0.456086316096227,0.460549386323787,0.0227936879018118,9.99415546464056,1,73.9333722969024,17,33.3138515488019,0.8,comercial
s2_16g3co,G3,0.1,0.034,0.209967772303912,0,0,0.372072986271994,0.414214325374792,0.108273181565797,0.417959241424094,0.423144360023378,0.0169491525423729,9.99415546464056,1,72.7060198714202,16,36.9959088252484,0.81,comercial
s2_19g3co,G3,0.1,0.05,0.21066742906321,0,0,0.372153141754159,0.415324819544697,0.102720710716269,0.417179429182632,0.423144360023378,0.0181180596142607,9.99415546464056,1,91.8176504967855,6,42.0222092343659,0.034,comercial
s2_20g3co,G3,0.1,0.1,0.134294831334368,0,0,0.408740387426818,0.445863409217102,0.0810660744031094,0.456964781238814,0.461133839859731,0.0181180596142607,9.99415546464056,1,91.5254237288136,6,40.4441846873174,0.8,comercial
s2_21g3co,G3,0.1,0.15,0.132168926218339,0,0,0.409857696435288,0.44752915047196,0.0841199333703498,0.457973377346373,0.462887200467563,0.0181180596142607,9.99415546464056,1,75.2776154295734,15,36.1776738749269,0.81,comercial
s2_22g3co,G3,0.1,0.35,0.210439294229357,0,0,0.372598377873712,0.416990560799556,0.113825652415325,0.416962327896931,0.421390999415546,0.0187025131502045,9.99415546464056,1,93.1618936294565,6,37.1127995324372,0.034,comercial
s2_23g3co,G3,0.1,0.5,0.126373068277219,0,0,0.41152246414178,0.44752915047196,0.0799555802332038,0.462104467581002,0.465225014611338,0.0222092343658679,9.99415546464056,1,92.5774400935126,6,43.1326709526593,0.8,comercial
s2_24g3co,G3,0.1,0.8,0.125378426362911,0,0,0.414755293750371,0.450305385896724,0.0766240977234869,0.459866279886718,0.464056107539451,0.0192869666861485,14.9620105201636,1,57.802454704851,23,30.2162478082992,0.81,comercial
s2_1g4co,G3,0.1,0.01,0.348072098395884,0,1,0.307908360541306,0.352026651860078,0.230982787340366,0.34401954106281,0.347749853886616,0.0222092343658679,14.9620105201636,1,76.0958503798948,6,35.3009935710111,0.034,comercial
s2_2g4co,G4,0.15,0.034,0.22280465654674,0,0,0.367639122495425,0.428095502498612,0.169905607995558,0.409556220957835,0.413793103448276,0.0187025131502045,14.9620105201636,1,74.3424897720631,8,34.5996493278784,0.8,comercial
s2_3g4co,G4,0.15,0.05,0.227108389358338,0,0,0.365189350289517,0.425319267073848,0.169072737368129,0.407702260352145,0.4114552893045,0.0175336060783168,14.9620105201636,1,65.166569257744,23,31.9111630625365,0.81,comercial
s2_4g4co,G4,0.15,0.1,0.281939606900641,0,1,0.3393533237428,0.383675735702388,0.155191560244309,0.378707069356559,0.38281706604325,0.0204558737580362,14.9620105201636,1,80.8299240210403,9,38.281706604325,0.034,comercial
s2_5g4co,G4,0.15,0.15,0.16775082094466,0,0,0.393689329682743,0.435868961687951,0.104386451971127,0.438559849372597,0.442431326709527,0.0181180596142607,14.9620105201636,1,83.5184102863822,8,37.5803623611923,0.8,comercial
s2_6g4co,G4,0.15,0.35,0.168347606093244,0,0,0.393213913563833,0.436424208772904,0.110494169905608,0.438438480342923,0.442431326709527,0.021624780829924,14.9620105201636,1,67.2121566335476,23,34.0736411455289,0.81,comercial
s2_7g4co,G4,0.15,0.5,0.257223810007493,0,1,0.350865857691243,0.391449194891727,0.13659078289839,0.391910332301264,0.396843950905903,0.0239625949736996,14.9620105201636,1,83.4015195791934,8,38.5154880187025,0.034,comercial
s2_8g4co,G4,0.15,0.8,0.160643593354039,0,0,0.396690779296261,0.438089950027762,0.0966129927817879,0.4426656273497,0.445353594389246,0.0227936879018118,14.9620105201636,1,83.1677381648159,8,36.5283459964933,0.8,comercial
s2_9g4co,G4,0.15,0.01,0.165361733253589,0,0,0.393651036780333,0.436979455857857,0.0963353692393115,0.440987229966078,0.444769140853302,0.0175336060783168,14.9620105201636,1,72.0046756282876,17,37.1712448860316,0.81,comercial
s2_10g4co,G4,0.15,0.034,0.234630348553031,0,0,0.361135819408076,0.40199888950583,0.1188228761799,0.404233832038893,0.408533021624781,0.0204558737580363,14.9620105201636,1,85.9731151373466,8,38.9830508474576,0.034,comercial
s2_11g4co,G4,0.15,0.05,0.137949856417842,0,0,0.408903619036246,0.444752915047196,0.0852304275402554,0.453146524545913,0.458211572180012,0.0187025131502045,14.9620105201636,1,86.2068965517241,7,41.9053185271771,0.8,comercial
s2_12g4co,G4,0.15,0.1,0.144196467252591,0,0,0.405940462325139,0.44364242087729,0.0888395335924487,0.44986307042227,0.453535943892461,0.0222092343658679,14.9620105201636,1,75.3945061367621,18,35.6516656925774,0.81,comercial
s2_13g4co,G4,0.15,0.15,0.224131602970101,0,0,0.366972890896706,0.406996113270405,0.11188228761799,0.408895506133192,0.413793103448276,0.0239625949736996,14.9620105201636,1,88.7784921098773,7,40.8533021624781,0.034,comercial
s2_14g4co,G4,0.15,0.35,0.143342340819163,0,0,0.404222473974618,0.443087173792338,0.0841199333703498,0.452435185206219,0.45645821157218,0.0192869666861485,14.9620105201636,1,87.4342489772063,10,41.14552893045,0.8,comercial
s2_15g4co,G4,0.15,0.5,0.14161169633988,0,0,0.4072336590718,0.446973903387007,0.0868961687951139,0.45115464458832,0.455873758036236,0.016364699006429,14.9620105201636,1,75.1607247223846,15,35.3009935710111,0.81,comercial
s2_16g4co,G4,0.15,0.8,0.213883708349573,0,0,0.370644466302408,0.415324819544697,0.111604664075514,0.415471825348019,0.417884278199883,0.0222092343658679,14.9620105201636,1,90.9994155464641,6,39.9766218585622,0.034,comercial
s2_17g4co,G4,0.15,0.01,0.135730490658641,0,0,0.408872465488522,0.44752915047196,0.0824541921154914,0.455397043852837,0.458796025715956,0.0192869666861485,14.9620105201636,1,90.239625949737,6,40.1519579193454,0.8,comercial
s2_18g4co,G4,0.15,0.034,0.128934798545259,0,0,0.412769904115221,0.450305385896724,0.0852304275402554,0.458295297339519,0.462887200467563,0.0151957919345412,14.9620105201636,1,76.4465225014611,13,37.4050263004091,0.81,comercial
s2_19g4co,G4,0.15,0.05,0.205213286598685,0,0,0.375688420388569,0.418101054969461,0.106885063853415,0.419098293012746,0.42197545295149,0.0233781414377557,14.9620105201636,1,92.1098772647575,6,40.1519579193454,0.034,comercial
s2_20g4co,G4,0.15,0.1,0.133643851993389,0,0,0.408307158403783,0.448639644641866,0.0763464741810106,0.458048989602828,0.461718293395675,0.0181180596142607,14.9620105201636,1,92.2267679719462,6,40.9117475160725,0.8,comercial
s2_21g4co,G4,0.15,0.15,0.128487939845095,0,0,0.411504291238941,0.448639644641866,0.0782898389783454,0.460007768915964,0.464056107539451,0.0227936879018118,14.9620105201636,1,75.6867329047341,12,36.8205727644652,0.81,comercial
s2_22g4co,G4,0.15,0.35,0.203072453741038,0,0,0.377130570035285,0.41976679622432,0.104386451971127,0.419796976223677,0.423728813559322,0.0169491525423729,14.9620105201636,1,92.343658679135,5,42.6066627703098,0.034,comercial
s2_23g4co,G4,0.15,0.5,0.126978939877223,0,0,0.414258135051278,0.45141588006663,0.0755136035535813,0.458762925071499,0.462302746931619,0.021624780829924,14.9620105201636,1,92.0514319111631,5,38.6908240794857,0.8,comercial
s2_24g4co,G4,0.15,0.8,0.125400168943093,0,0,0.413573406033598,0.446973903387007,0.0766240977234869,0.461026425023308,0.465225014611338,0.0181180596142607,21.3325540619521,93,66.510812390415,20,30.1578024547048,0.81,comercial
s2_1g5co,G4,0.15,0.01,0.340802612744203,0,1,0.311909319810963,0.352581898945031,0.220155469183787,0.347288067444835,0.349503214494448,0.0222092343658679,24.7223845704267,86,84.1028638223261,5,35.885447106955,0.034,comercial
s2_2g5co,G5,0.3,0.034,0.227602302896209,0,0,0.365416511575003,0.426429761243753,0.170183231538034,0.406981185528788,0.408533021624781,0.0192869666861484,22.4430157802455,86,83.6937463471654,5,34.8918760958504,0.8,comercial
s2_3g5co,G5,0.3,0.05,0.216650857322917,0,0,0.370046707605457,0.423653525818989,0.149361465852304,0.413302435071626,0.416130917592051,0.0151957919345412,21.4494447691409,93,71.3033313851549,16,32.3787258912916,0.81,comercial
s2_4g5co,G5,0.3,0.1,0.275667359292243,0,1,0.341201443058292,0.384786229872293,0.15352581898945,0.383131197649465,0.385739333722969,0.0204558737580363,23.6119228521333,87,87.3758036236119,6,37.5219170075979,0.034,comercial
s2_5g5co,G5,0.3,0.15,0.172361221491664,0,0,0.390988381998312,0.434758467518046,0.105496946141033,0.436650396510024,0.437755698421975,0.0198714202220924,22.4430157802455,86,85.9146697837522,8,37.229690239626,0.8,comercial
s2_6g5co,G5,0.3,0.35,0.173871844040148,0,0,0.390094340081862,0.435868961687951,0.10494169905608,0.43603381587799,0.437755698421975,0.0204558737580363,23.1443600233781,92,72.7644652250146,17,33.7229690239626,0.81,comercial
s2_7g5co,G5,0.3,0.5,0.258626044171188,0,1,0.349850122228997,0.39200444197668,0.139367018323154,0.391523833599815,0.39333722969024,0.0227936879018118,27.2939801285798,86,88.1940385739334,7,35.9438924605494,0.034,comercial
s2_8g5co,G5,0.3,0.8,0.161769988813929,0,0,0.397395952829635,0.439755691282621,0.100777345918934,0.440834058356436,0.444184687317358,0.0146113383985974,22.7936879018118,90,87.3758036236119,8,40.7948568088837,0.8,comercial
s2_9g5co,G5,0.3,0.01,0.157520774710848,0,0,0.399176572791725,0.439755691282621,0.100499722376458,0.443302652497427,0.447106954997078,0.0227936879018118,21.7416715371128,89,77.323202805377,13,35.7101110461718,0.81,comercial
s2_10g5co,G5,0.3,0.034,0.235132374993956,0,0,0.361986376164161,0.404219877845641,0.121599111604664,0.402881248841883,0.405026300409117,0.0239625949736996,24.1379310344828,87,90.6487434248977,6,37.9310344827586,0.034,comercial
s2_11g5co,G5,0.3,0.05,0.139591258963541,0,0,0.405372234595301,0.440310938367574,0.0818989450305386,0.455036506441158,0.459380479251899,0.0146113383985973,22.5599064874343,85,91.0578609000584,6,39.041496201052,0.8,comercial
s2_12g5co,G5,0.3,0.1,0.145257310455812,0,0,0.400943887592808,0.438645197112715,0.0932815102720711,0.45379880195138,0.45645821157218,0.0175336060783168,19.3454120397428,96,78.5505552308591,14,37.5219170075979,0.81,comercial
s2_13g5co,G5,0.3,0.15,0.222468133328098,0,0,0.366907338640037,0.4058856191005,0.112437534702943,0.410624528031865,0.413208649912332,0.0175336060783168,24.8392752776154,87,91.1747516072472,7,39.4506136762127,0.034,comercial
s2_14g5co,G5,0.3,0.35,0.141476697633077,0,0,0.405209652018117,0.442531926707385,0.084952803997779,0.453313650348806,0.457627118644068,0.0192869666861485,26.884862653419,86,90.9994155464641,5,40.093512565751,0.8,comercial
s2_15g5co,G5,0.3,0.5,0.138771206722935,0,0,0.407465039066873,0.445863409217102,0.0860632981676847,0.453763754210191,0.457627118644068,0.0169491525423729,24.780829924021,88,81.5897136177674,11,38.5739333722969,0.81,comercial
s2_16g5co,G5,0.3,0.8,0.203086407934289,0,0,0.376788854558689,0.418656302054414,0.106885063853415,0.420124737507022,0.42197545295149,0.021624780829924,24.3132670952659,87,94.9736995908825,5,41.3208649912332,0.034,comercial
s2_17g5co,G5,0.3,0.01,0.124644370894669,0,0,0.412398008639268,0.445308162132149,0.0805108273181566,0.462957620466064,0.465809468147282,0.0181180596142607,26.3588544710695,88,92.8112215078901,5,42.0806545879603,0.8,comercial
s2_18g5co,G5,0.3,0.034,0.127141846970528,0,0,0.412958447982175,0.448639644641866,0.0796779566907274,0.459899705047297,0.464056107539451,0.0169491525423729,23.7872589129164,88,81.2390414962011,13,37.2881355932203,0.81,comercial
s2_19g5co,G5,0.3,0.05,0.201199995716387,0,0,0.376848241009037,0.417545807884509,0.106329816768462,0.421951763274575,0.42489772063121,0.0175336060783168,26.0666277030976,86,94.9152542372881,5,41.7884278199883,0.034,comercial
s2_20g5co,G5,0.3,0.1,0.124055374133015,0,0,0.413767466674628,0.448084397556913,0.079400333148251,0.462177159192357,0.465809468147282,0.0169491525423729,26.3004091174752,86,95.0321449444769,5,40.6779661016949,0.8,comercial
s2_21g5co,G5,0.3,0.15,0.129487774017357,0,0,0.411685371235086,0.44752915047196,0.0832870627429206,0.458826854747557,0.461133839859731,0.0175336060783168,23.2028053769725,91,81.0637054354179,12,37.4050263004091,0.81,comercial
s2_22g5co,G5,0.3,0.35,0.204818025961939,0,0,0.376404951986217,0.418101054969461,0.112992781787896,0.418777022051844,0.420806545879603,0.0227936879018118,24.021040327294,86,95.7334891876096,5,40.2688486265342,0.034,comercial
s2_23g5co,G5,0.3,0.5,0.118168327161577,0,0,0.414953897617111,0.446418656302054,0.0788450860632982,0.466877775221312,0.46990064289889,0.0181180596142607,26.0666277030976,84,95.791934541204,5,41.4962010520164,0.8,comercial
s2_24g5co,G5,0.3,0.8,0.123728586398036,0,0,0.415833336308064,0.45141588006663,0.0810660744031094,0.460438077293899,0.464640561075395,0.016364699006429,17.0660432495617,89,75.978959672706,11,30.5084745762712,0.81,comercial
s2_1g6co,G5,0.3,0.01,0.342963890117543,0,1,0.308723220523957,0.348695169350361,0.237368128817324,0.3483128893585,0.34833430742256,0.0192869666861484,23.4365867913501,87,89.4213909994156,4,34.0736411455289,0.034,comercial
s2_2g6co,G6,0.5,0.034,0.209137011031276,0,0,0.374176499775597,0.429205996668517,0.153248195446974,0.416686489193126,0.416715371127995,0.016364699006429,20.9818819403857,86,91.4085330216248,5,33.2554061952075,0.8,comercial
s2_3g6co,G6,0.5,0.05,0.219719806289837,0,0,0.369254563751354,0.426985008328706,0.164630760688506,0.411025629958809,0.412039742840444,0.021624780829924,19.4623027469316,89,79.0765634132086,13,31.6189362945646,0.81,comercial
s2_4g6co,G6,0.5,0.1,0.267333460759997,0,1,0.3468181681,0.388672959466963,0.146029983342587,0.385848371140002,0.388077147866745,0.0227936879018119,24.6639392168323,85,91.8176504967855,5,38.8661601402688,0.034,comercial
s2_5g6co,G6,0.5,0.15,0.163533733937669,0,0,0.393812970325272,0.434203220433093,0.10188784008884,0.442653295737059,0.444769140853302,0.0175336060783168,24.1379310344828,86,91.583869082408,4,39.9766218585622,0.8,comercial
s2_6g6co,G6,0.5,0.35,0.163264061040185,0,0,0.394072583222971,0.431982232093282,0.101332593003887,0.442663355736845,0.445353594389246,0.0192869666861484,21.1572180011689,87,80.9468147282291,11,33.3138515488019,0.81,comercial
s2_7g6co,G6,0.5,0.5,0.251755713349717,0,1,0.352433270561098,0.393114936146585,0.135480288728484,0.395811016089185,0.397428404441847,0.0245470485096435,24.3132670952659,86,93.0450029222677,5,38.5154880187025,0.034,comercial
s2_8g6co,G6,0.5,0.8,0.16013475207455,0,0,0.397789915401892,0.441976679622432,0.0993892282065519,0.442075332523557,0.444769140853302,0.0169491525423729,23.5534774985389,83,92.5774400935126,4,41.14552893045,0.8,comercial
s2_9g6co,G6,0.5,0.01,0.152887333519173,0,0,0.402033937247019,0.438645197112715,0.0999444752915047,0.445078729233808,0.446522501461134,0.0245470485096435,21.2741087083577,91,83.9859731151373,10,38.281706604325,0.81,comercial
s2_10g6co,G6,0.5,0.034,0.232594009886708,0,0,0.363441181939639,0.401443642420877,0.1188228761799,0.403964808173652,0.405026300409117,0.0239625949736996,23.7872589129164,85,93.4541203974284,5,40.385739333723,0.034,comercial
s2_11g6co,G6,0.5,0.05,0.139756437669702,0,0,0.405258329436436,0.441421432537479,0.0877290394225431,0.454985232893863,0.455873758036236,0.0169491525423729,24.3717124488603,86,94.5645821157218,5,39.9766218585622,0.8,comercial
s2_12g6co,G6,0.5,0.1,0.135551357759229,0,0,0.407662669385246,0.442531926707385,0.0905052748473071,0.456785972855524,0.458211572180012,0.0192869666861484,19.9883109292811,86,83.7521917007598,12,32.0864991233197,0.81,comercial
s2_13g6co,G6,0.5,0.15,0.219660419839488,0,0,0.368746046987987,0.409772348695169,0.114380899500278,0.411593533172525,0.413793103448276,0.0274693161893629,24.780829924021,86,94.447691408533,4,39.7428404441847,0.034,comercial
s2_14g6co,G6,0.5,0.35,0.140104967984862,0,0,0.405776257167344,0.443087173792338,0.0888395335924487,0.454118774847794,0.45645821157218,0.0175336060783168,23.2612507305669,85,95.4412624196376,5,38.8077147866745,0.8,comercial
s2_15g6co,G6,0.5,0.5,0.133168435874478,0,0,0.40840905646613,0.441421432537479,0.0852304275402554,0.458422507659392,0.460549386323787,0.0233781414377557,22.7352425482174,90,86.031560490941,8,37.5803623611923,0.81,comercial
s2_16g6co,G6,0.5,0.8,0.205662092395581,0,0,0.375826988772716,0.416435313714603,0.10882842865075,0.418510918831703,0.419637638807715,0.016364699006429,25.4237288135593,84,96.2594973699591,4,42.2559906487434,0.034,comercial
s2_17g6co,G6,0.5,0.01,0.123777263816355,0,0,0.413959904735047,0.448084397556913,0.0802332037756802,0.462262831448598,0.465809468147282,0.0157802454704851,24.6054938632379,86,96.9608416130918,5,40.2688486265342,0.8,comercial
s2_18g6co,G6,0.5,0.034,0.126842318589809,0,0,0.411116818989126,0.44752915047196,0.0816213214880622,0.462040862421066,0.464640561075395,0.0198714202220924,22.0923436586791,88,88.3109292811222,7,36.3530099357101,0.81,comercial
s2_19g6co,G6,0.5,0.05,0.202516233107719,0,0,0.377004982296023,0.418656302054414,0.107162687395891,0.420478784596258,0.423144360023378,0.0268848626534191,24.4301578024547,85,97.8375219170076,4,37.8725891291642,0.034,comercial
s2_20g6co,G6,0.5,0.1,0.126058287638759,0,0,0.411635720268401,0.446973903387007,0.0830094392004442,0.46230599209284,0.464640561075395,0.0192869666861484,25.073056691993,86,96.843950905903,4,38.6908240794857,0.8,comercial
s2_21g6co,G6,0.5,0.15,0.122851094803815,0,0,0.413918691187538,0.448084397556913,0.0785674625208218,0.463230214008647,0.465809468147282,0.0204558737580362,23.5534774985389,87,87.9018118059614,5,37.3465809468147,0.81,comercial
s2_22g6co,G6,0.5,0.35,0.197524850633342,0,0,0.379025419672362,0.419211549139367,0.106607440310938,0.423449729694296,0.425482174167154,0.0222092343658679,25.8912916423144,85,97.5452951490357,4,37.5219170075979,0.034,comercial
s2_23g6co,G6,0.5,0.5,0.126022266349204,0,0,0.413478322809816,0.449194891726818,0.0777345918933925,0.46049941084098,0.462887200467563,0.0175336060783168,25.1899473991818,86,97.7790765634132,4,40.5026300409117,0.8,comercial
s2_24g6co,G6,0.5,0.8,0.129661390142693,0,0,0.410441500938987,0.448084397556913,0.0830094392004442,0.45989710891832,0.461133839859731,0.0157802454704851,4.88519785051295,1,56.7659990229604,37,34.4406448461163,0.81,comercial
s2_1g1re,G1,0.5,0.01,0.295957546247308,0,1,0.332511086632379,0.370905052748473,0.140755136035536,0.371531367120313,0.376648754274548,0.0234489496824621,4.88519785051295,1,75.4274548119199,11,40.9379579872985,0.034,reproducao
s2_2g1re,G1,100.0,0.034,0.167040945335965,0,0,0.395402651786298,0.440310938367574,0.103831204886174,0.437556402877737,0.442110405471422,0.0224719101123595,4.88519785051295,1,75.2320468978994,12,36.2970200293112,0.8,reproducao
s2_3g1re,G1,100.0,0.05,0.181110640644466,0,0,0.387129551595257,0.434758467518046,0.111327040533037,0.431759807760277,0.436736687835857,0.0195407914020518,4.88519785051295,1,63.409868099658,36,34.733756717147,0.81,reproducao
s2_4g1re,G1,100.0,0.1,0.235124762419619,0,0,0.36099116622774,0.392559689061632,0.110494169905608,0.403884071352641,0.409868099658036,0.0249145090376161,4.88519785051295,1,83.5368832437714,10,39.7166585246703,0.034,reproducao
s2_5g1re,G1,100.0,0.15,0.127688655843643,0,0,0.411638814348105,0.44364242087729,0.0841199333703498,0.460672529808251,0.465559355153884,0.0185637518319492,4.88519785051295,1,80.6546165119687,14,41.2799218368344,0.8,reproducao
s2_6g1re,G1,100.0,0.35,0.126453658297092,0,0,0.413732586819405,0.446973903387007,0.0816213214880622,0.459813754883503,0.466536394723986,0.0180752320468979,4.88519785051295,1,60.38104543234,38,38.6907669760625,0.81,reproducao
s2_7g1re,G1,100.0,0.5,0.223658516804023,0,0,0.366864524865006,0.399222654081066,0.0999444752915047,0.409476958330971,0.418172936003908,0.021494870542257,4.88519785051295,1,82.7063996091842,9,41.6218856863703,0.034,reproducao
s2_8g1re,G1,100.0,0.8,0.130439936343241,0,0,0.410238083548547,0.444197667962243,0.080788450860633,0.459321980108212,0.46409379579873,0.0170981924767953,4.88519785051295,1,82.5109916951637,12,42.4523693209575,0.8,reproducao
